NombrePlan,ModalidadAtencion,TipoPlan,AmplitudCobertura,PrestacionesRestringidas,Comercializacion,ValorPlan,Copago,Modalidad,GrupoSocioeconomico,GrupoObjetivo,RegionComercializacion,FechaInicioPlan,FechaInfo,CodigoPlan,CodigoIsapre,LineaPlan,Ajusteanual,ModalidadTope,Topeanual,Cobertura parto,Cobertura honorarios,Cobertura copago,ValorCLP,%Cotizacion,Sobre7,ano_mes_inicio,tipo_valor
MI COMODIDAD SANTIAGO 26,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,2.96,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS26-09,107,Z,0.0,UF,5000.0,True,True,False,109520.0,0.10952,True,2009-03,caro
MI COMODIDAD SANTIAGO 27,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,3.26,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS27-09,107,Z,0.0,UF,5000.0,True,True,False,120619.99999999999,0.12061999999999999,True,2009-03,caro
MI COMODIDAD SANTIAGO 28,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,3.14,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS28-09,107,Z,0.0,UF,5000.0,True,True,False,116180.0,0.11618,True,2009-03,caro
MI COMODIDAD SANTIAGO 29,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,3.2,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS29-09,107,Z,0.0,UF,5000.0,True,True,False,118400.0,0.1184,True,2009-03,caro
MI COMODIDAD SANTIAGO 3,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.57,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS3-09,107,Z,0.0,UF,5000.0,True,True,False,58090.0,0.05809,False,2009-03,económico
MI COMODIDAD SANTIAGO 30,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,3.28,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS30-09,107,Z,0.0,UF,5000.0,True,True,False,121360.0,0.12136,True,2009-03,caro
MI COMODIDAD SANTIAGO 31,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,3.38,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS31-09,107,Z,0.0,UF,5000.0,True,True,False,125060.0,0.12506,True,2009-03,caro
MI COMODIDAD SANTIAGO 32,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,3.6,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS32-09,107,Z,0.0,UF,5000.0,True,True,False,133200.0,0.1332,True,2009-03,caro
MI COMODIDAD SANTIAGO 4,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,1.69,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS4-09,107,Z,0.0,UF,5000.0,True,True,False,62530.0,0.06253,False,2009-03,económico
MI COMODIDAD SANTIAGO 5,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.67,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS5-09,107,Z,0.0,UF,5000.0,True,True,False,61790.0,0.06179,False,2009-03,económico
MI COMODIDAD SANTIAGO 6,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,1.89,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS6-09,107,Z,0.0,UF,5000.0,True,True,False,69930.0,0.06993,False,2009-03,económico
MI COMODIDAD SANTIAGO 7,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.98,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS7-09,107,Z,0.0,UF,5000.0,True,True,False,73260.0,0.07326,True,2009-03,económico
MI COMODIDAD SANTIAGO 8,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,1.87,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS8-09,107,Z,0.0,UF,5000.0,True,True,False,69190.0,0.06919,False,2009-03,económico
MI COMODIDAD SANTIAGO 9,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,1.97,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,12-MCS9-09,107,Z,0.0,UF,5000.0,True,True,False,72890.0,0.07289,True,2009-03,económico
MI  CLINICA ALEMANA 1,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,4.77,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCA1-09,107,Z,0.0,UF,6000.0,True,True,False,176489.99999999997,0.17648999999999998,True,2009-03,caro
MI  CLINICA ALEMANA DE TEMUCO 1,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.98,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCAT1-09,107,Z,0.0,UF,5000.0,True,True,False,73260.0,0.07326,True,2009-03,económico
MI  CLINICA ALEMANA DE TEMUCO 2,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.68,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCAT2-09,107,Z,0.0,UF,5000.0,True,True,False,62160.0,0.06216,False,2009-03,económico
MI  CLINICA CORDILLERA 1,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,1.8,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCC1-09,107,Z,0.0,UF,5000.0,True,True,False,66600.0,0.0666,False,2009-03,económico
MI  CLINICA DAVILA 1,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.89,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCD1-09,107,Z,0.0,UF,5000.0,True,True,False,69930.0,0.06993,False,2009-03,económico
MI  CLINICA DAVILA 2,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,2.08,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCD2-09,107,Z,0.0,UF,5000.0,True,True,False,76960.0,0.07696,True,2009-03,económico
MI  CLINICA ELQUI 2,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,1.87,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCE2-09,107,Z,0.0,UF,5000.0,True,True,False,69190.0,0.06919,False,2009-03,económico
MI  CLINICA ELQUI 3,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,2.13,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCE3-09,107,Z,0.0,UF,5000.0,True,True,False,78810.0,0.07881,True,2009-03,económico
MI  CLINICA IQUIQUE 1,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.46,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCI1-09,107,Z,0.0,UF,5000.0,True,True,False,54020.0,0.05402,False,2009-03,económico
MI  CLINICA IQUIQUE 100,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.52,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCI2-09,107,Z,0.0,UF,5000.0,True,True,False,56240.0,0.05624,False,2009-03,económico
MI  CLINICA IQUIQUE 4,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.72,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCI4-09,107,Z,0.0,UF,5000.0,True,True,False,63640.0,0.06364,False,2009-03,económico
MI  CLINICA IQUIQUE 6,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,2.04,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCI6-09,107,Z,0.0,UF,5000.0,True,True,False,75480.0,0.07548,True,2009-03,económico
MI  CLINICA ISAMEDICA 1,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,1.35,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCIS1-09,107,Z,0.0,UF,5000.0,True,True,False,49950.0,0.04995,False,2009-03,económico
MI  CLINICA ISAMEDICA 2,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.52,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCIS2-09,107,Z,0.0,UF,5000.0,True,True,False,56240.0,0.05624,False,2009-03,económico
MI  CLINICA ISAMEDICA 3,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.63,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCIS3-09,107,Z,0.0,UF,5000.0,True,True,False,60309.99999999999,0.060309999999999996,False,2009-03,económico
MI  CLINICA LOS MAITENES 1,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.31,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2009-03-01,2020-07-01,13-MPCLM1-09,107,Z,0.0,UF,5000.0,True,True,False,48470.0,0.04847,False,2009-03,económico
RED CLINICAS 1200,PLAN CERRADO,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,1.53,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Solo RM,2011-08-01,2020-07-01,14-PRC1200-11,107,Z,0.0,UF,6000.0,True,True,False,56610.0,0.05661,False,2011-08,económico
RED CLINICAS 1300,PLAN CERRADO,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.65,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Solo RM,2011-08-01,2020-07-01,14-PRC1300-11,107,Z,0.0,UF,6000.0,True,True,False,61050.0,0.06105,False,2011-08,económico
COLECTIVO CMPC TA LAJA,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,0.8,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-09-01,2020-07-01,63-5963T,107,EMPRESAS,0.0,UF,5000.0,True,True,False,29600.0,0.0296,False,2011-09,económico
CLINICA UNIVERSITARIA 500,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,1.4,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-09-01,2020-07-01,13-PCU500-11,107,Z,0.0,UF,5000.0,True,True,False,51800.0,0.0518,False,2011-09,económico
TECNET NACIONAL COLECTIVO,LIBRE ELECCIÓN,GRUPAL,COBERTURA REDUCIDA PARA PARTO,1,No Comercializado,3.44,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2011-09-01,2020-07-01,63-6029T-6N,107,EMPRESAS,0.0,UF,7000.0,True,False,False,127280.0,0.12728,True,2011-09,caro
TECNET SANTIAGO COLECTIVO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,2.0,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-09-01,2020-07-01,63-6029T-5S,107,EMPRESAS,0.0,UF,5000.0,True,True,False,74000.0,0.074,True,2011-09,económico
TECNET NACIONAL COLECTIVO,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,2.0,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2011-09-01,2020-07-01,63-6029T-5N,107,EMPRESAS,0.0,UF,4000.0,True,True,False,74000.0,0.074,True,2011-09,económico
TECNET SANTIAGO COLECTIVO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.25,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-09-01,2020-07-01,63-6029T-4S,107,EMPRESAS,0.0,UF,5000.0,True,True,False,46250.0,0.04625,False,2011-09,económico
TECNET SANTIAGO COLECTIVO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.04,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-09-01,2020-07-01,63-6029T-3S,107,EMPRESAS,0.0,UF,5000.0,True,True,False,38480.0,0.03848,False,2011-09,económico
TECNET SANTIAGO COLECTIVO,PLAN CERRADO,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,0.62,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-09-01,2020-07-01,63-6029T-2S,107,EMPRESAS,0.0,UF,2000.0,True,True,False,22940.0,0.02294,False,2011-09,económico
TECNET REGIONES COLECTIVO,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.38,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2011-09-01,2020-07-01,63-6029TR-1,107,EMPRESAS,0.0,UF,5000.0,True,True,False,51059.99999999999,0.051059999999999994,False,2011-09,económico
TECNET REGIONES COLECTIVO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.41,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2011-09-01,2020-07-01,63-6029TR-2,107,EMPRESAS,0.0,UF,5000.0,True,True,False,52170.0,0.05217,False,2011-09,económico
CLINICA INTEGRAL RANCAGUA 110,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,1.34,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-09-01,2020-07-01,13-PCIN110-11,107,Z,0.0,UF,5000.0,True,True,False,49580.0,0.04958,False,2011-09,económico
CLINICA VESPUCIO 1000,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,1.32,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-10-01,2020-07-01,13-PCV1000-11,107,Z,0.0,UF,5000.0,True,True,False,48840.0,0.04884,False,2011-10,económico
CLINICA VESPUCIO 2000,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,1.29,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-10-01,2020-07-01,13-PCV2000-11,107,Z,0.0,UF,5000.0,True,True,False,47730.0,0.04773,False,2011-10,económico
CLINICA VESPUCIO 3000,PRESTADOR PREFERENTE,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,1.38,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Solo RM,2011-10-01,2020-07-01,13-PCV3000-11,107,Z,0.0,UF,5000.0,True,True,False,51059.99999999999,0.051059999999999994,False,2011-10,económico
ISAPRE CONSALUD A2 TRAMO 3 - SANTIAGO,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,2.69,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2011-11-01,2020-07-01,63-CONS3A2,107,EMPRESAS,0.0,UF,7000.0,True,True,False,99530.0,0.09953,True,2011-11,caro
ISAPRE CONSALUD A2 TRAMO 4 - SANTIAGO,LIBRE ELECCIÓN,GRUPAL,COBERTURA REDUCIDA PARA PARTO,1,No Comercializado,2.28,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2011-11-01,2020-07-01,63-CONS4A2,107,EMPRESAS,0.0,UF,7000.0,True,False,False,84360.0,0.08436,True,2011-11,económico
ISAPRE CONSALUD C1 TRAMO 5 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,1.61,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-11-01,2020-07-01,63-CONS5C1,107,EMPRESAS,0.0,UF,5000.0,True,True,False,59570.0,0.05957,False,2011-11,económico
ISAPRE CONSALUD B1 TRAMO 6 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.29,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-11-01,2020-07-01,63-CONS6B1,107,EMPRESAS,0.0,UF,5000.0,True,True,False,47730.0,0.04773,False,2011-11,económico
ISAPRE CONSALUD C1 TRAMO 6 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,1.29,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-11-01,2020-07-01,63-CONS6C1,107,EMPRESAS,0.0,UF,5000.0,True,True,False,47730.0,0.04773,False,2011-11,económico
ISAPRE CONSALUD B1 TRAMO 7 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.06,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-11-01,2020-07-01,63-CONS7B1,107,EMPRESAS,0.0,UF,5000.0,True,True,False,39220.0,0.03922,False,2011-11,económico
ISAPRE CONSALUD C1 TRAMO 7 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,1.06,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-11-01,2020-07-01,63-CONS7C1,107,EMPRESAS,0.0,UF,5000.0,True,True,False,39220.0,0.03922,False,2011-11,económico
ISAPRE CONSALUD A1 TRAMO 8 - SANTIAGO,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,0.92,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2011-11-01,2020-07-01,63-CONS8A1,107,EMPRESAS,0.0,UF,7000.0,True,True,False,34040.0,0.03404,False,2011-11,económico
ISAPRE CONSALUD C1 TRAMO 8 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,0.92,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Solo RM,2011-11-01,2020-07-01,63-CONS8C1,107,EMPRESAS,0.0,UF,5000.0,True,True,False,34040.0,0.03404,False,2011-11,económico
ISAPRE CONSALUD C2 TRAMO 8 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,0.92,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-11-01,2020-07-01,63-CONS8C2,107,EMPRESAS,0.0,UF,5000.0,True,True,False,34040.0,0.03404,False,2011-11,económico
ISAPRE CONSALUD C3 TRAMO 8 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,0.92,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-11-01,2020-07-01,63-CONS8C3,107,EMPRESAS,0.0,UF,5000.0,True,True,False,34040.0,0.03404,False,2011-11,económico
ISAPRE CONSALUD C4 TRAMO 8 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,4,No Comercializado,0.92,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-11-01,2020-07-01,63-CONS8C4,107,EMPRESAS,0.0,UF,5000.0,True,True,False,34040.0,0.03404,False,2011-11,económico
ISAPRE CONSALUD C5 TRAMO 8 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,3,No Comercializado,0.92,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-11-01,2020-07-01,63-CONS8C5,107,EMPRESAS,0.0,UF,5000.0,True,True,False,34040.0,0.03404,False,2011-11,económico
ISAPRE CONSALUD C1 TRAMO 9 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,0.74,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Solo RM,2011-11-01,2020-07-01,63-CONS9C1,107,EMPRESAS,0.0,UF,5000.0,True,True,False,27380.0,0.02738,False,2011-11,económico
ISAPRE CONSALUD C2 TRAMO 9 - SANTIAGO,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,1,No Comercializado,0.74,SI TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Mezcla de regiones,2011-11-01,2020-07-01,63-CONS9C2,107,EMPRESAS,0.0,UF,5000.0,True,True,False,27380.0,0.02738,False,2011-11,económico
